11692	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3193	662	694	1529	589	1219	1271	969	2261	319	635	1053	926	23	986	756	109	464	508	352	719	580	662	127	446	2	436	157	270	468	50	830	133	12	75	231	40	269	139	84	224	9	86	126	466	0	74	25	205	12	59	107	16	19	21	40	0	22	27	23	6	159	32	32	41	19	27	11	5	28	19	16	22	8	8	44	132	118	16	3	26	19	9	8	14	11	39	1	12	1	10	22	1	5	10	10	1	0	4	5	3	2	3	3	146	8	2	2	0	5	1	9	1	8	8	20	0	2	3	0	0	2	4888	918	916	798	716	679	673	652	479	414	441	417	340	341	290	122	78	106	94	72	78	47	46	74	86	46	57	20	18	13	9	10	11	4	5	3	2	2	3	5	2	0	0
11416	4	8	0	0	0	2	2	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6369	7802	3832	3285	455	1087	738	510	2414	766	4373	1524	550	558	1864	1133	912	1271	1609	634	490	283	533	648	400	178	272	409	1399	176	94	616	275	349	784	1	100	329	114	326	97	33	233	478	209	199	106	218	246	10	72	32	56	88	25	125	0	300	52	69	63	58	18	20	19	37	24	36	86	56	161	44	16	24	33	29	32	10	27	6	5	23	20	34	13	9	3	0	16	5	5	13	4	7	0	2	10	0	3	0	7	2	13	5	4	12	1	1	2	3	1	5	6	7	5	0	5	0	2	0	4	0	5874	1189	1176	954	868	694	779	859	722	452	479	509	485	411	325	126	121	125	101	72	81	87	106	67	95	85	58	15	14	11	0	10	8	8	11	9	2	4	3	4	1	0	1
11379	7	6	0	2	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3126	5445	9892	4993	317	1233	451	320	3728	364	4527	2236	424	191	4451	2163	3116	1326	1169	899	252	122	1912	331	132	283	363	1416	1140	55	162	862	1123	172	1398	39	66	593	46	978	40	72	481	376	365	532	318	847	217	37	39	82	113	36	45	64	1	234	70	74	157	126	25	35	36	61	66	20	26	69	270	39	12	30	139	25	16	12	201	3	5	28	51	8	20	7	5	6	18	12	23	32	9	11	1	14	9	0	13	1	1	2	10	5	15	7	18	6	3	11	0	18	38	28	4	1	0	11	9	0	5	0	623	126	120	143	105	84	113	99	64	87	53	65	35	25	46	14	15	16	16	1	4	17	0	3	5	3	5	2	2	1	1	1	3	0	0	1	0	0	0	0	0	0	0
10461	33	18	5	8	3	8	1	2	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9942	9255	7792	5441	4905	3189	2511	2412	6832	1018	4960	2088	2325	1621	1406	1918	2266	1783	3651	1310	1314	1674	979	666	901	1906	893	1714	1207	861	240	520	817	1263	1442	833	158	782	380	944	357	66	660	527	111	0	291	700	543	129	250	183	154	26	140	210	132	448	141	167	190	148	88	78	86	88	306	87	67	89	207	71	130	99	102	44	20	41	31	39	13	45	63	19	35	35	9	3	19	17	26	42	11	24	27	12	24	3	18	33	14	10	34	10	11	18	27	11	11	22	0	31	4	20	5	0	1	14	6	0	4	1	3525	588	472	491	527	609	421	472	331	363	340	299	243	219	199	88	63	74	43	64	61	34	32	43	48	39	42	8	11	13	15	14	9	2	12	4	5	4	0	0	0	0	0
10002	102	76	12	14	30	6	1	6	18	1	4	9	4	14	6	4	0	3	5	1	0	0	3	0	0	1	1	0	0	1	0	0	3	0	0	0	1	1	18326	1057	7479	5191	4281	3854	2602	2161	3118	5868	826	2393	2305	11425	1286	3760	445	1357	1704	2667	1212	1319	483	2608	689	3640	855	901	739	862	2667	428	866	5532	149	659	1264	549	581	245	391	1613	222	488	514	0	610	13	335	278	252	779	585	1217	1244	381	345	131	639	423	186	115	312	163	215	97	187	189	209	103	8	144	108	109	31	63	25	10	46	168	36	91	105	44	80	60	46	53	34	93	20	14	92	66	24	44	20	76	9	72	13	54	25	1	55	38	27	40	23	13	0	19	1	4	30	19	51	6	0	162	3	28	16419	3258	3320	2975	2897	2880	2567	2486	1912	1829	1749	1648	1298	1245	1108	447	369	374	321	244	296	203	258	254	233	186	178	40	42	46	36	15	34	51	23	23	24	13	17	6	5	3	1
11356	7	11	4	1	1	3	0	4	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4002	5421	4535	4451	203	980	392	231	1485	430	4145	1482	275	501	2138	823	1260	1115	931	332	196	112	1747	912	134	243	256	635	1022	76	213	629	345	613	602	58	77	1015	52	541	34	23	361	208	533	0	104	209	210	26	27	211	81	58	18	128	1	128	41	69	62	126	26	88	58	78	14	34	35	79	165	17	15	20	42	12	13	13	20	11	3	26	33	25	15	7	18	6	3	6	15	19	4	14	4	16	3	2	2	0	7	1	4	0	11	11	2	3	3	4	30	4	18	20	33	0	1	5	3	0	13	3	190	46	75	85	38	12	24	48	22	17	21	23	21	16	9	7	3	9	5	1	4	4	0	0	2	1	4	2	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0
10039	4	4	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14679	337	1223	841	3246	1976	3053	2994	19	4138	394	652	2124	398	161	70	109	208	339	795	1015	1753	110	619	982	21	944	89	96	865	301	133	97	208	54	773	116	94	697	65	533	95	84	95	46	0	136	4	148	42	283	222	56	428	56	69	130	13	48	65	24	24	81	10	63	37	57	22	29	20	11	33	72	24	5	40	15	12	22	26	23	17	11	2	23	25	6	23	22	5	45	9	3	22	45	16	4	4	4	11	2	7	6	9	6	5	5	11	0	13	0	7	0	0	12	17	1	5	0	8	0	1	5820	1159	972	961	848	863	737	754	566	456	479	539	420	375	308	142	110	96	103	98	106	69	122	62	104	56	44	21	18	11	19	14	3	9	3	3	4	3	4	5	0	1	0
11201	115	18	17	16	21	4	1	8	8	1	3	10	5	6	9	9	0	1	2	0	1	2	0	0	3	0	0	1	0	1	2	1	1	1	0	0	0	0	10598	2996	9804	7431	1252	3869	1122	884	6289	3188	1076	2313	704	3193	2989	4611	1748	1575	1520	1370	667	413	1529	1836	253	3889	346	1711	407	233	3626	779	1188	485	547	507	889	1352	147	570	84	1608	529	361	633	272	1013	163	260	1034	75	444	694	628	1043	408	523	252	238	409	284	138	217	243	240	169	128	243	41	113	22	147	47	99	81	44	39	20	101	37	25	74	88	98	15	16	69	441	18	52	37	11	137	27	16	45	76	34	21	32	59	128	10	3	11	34	73	58	149	12	8	16	8	9	13	24	0	6	5	164	4	53	16299	2733	3051	2821	2647	2557	2277	2345	1725	1603	1517	1456	1198	1056	922	433	392	287	313	272	300	205	213	159	184	213	152	50	42	27	46	38	32	60	19	21	7	15	11	6	3	2	0
11215	80	17	18	16	12	7	2	2	5	1	2	6	2	5	5	3	1	3	5	2	0	2	2	0	1	0	0	0	0	1	0	0	2	0	0	1	1	0	7027	5111	10860	7447	2137	5207	2324	2251	7051	2522	2265	3226	1454	3678	10226	5197	3300	3522	2685	3039	1369	632	3943	1664	798	2925	736	2113	839	625	1752	977	3865	1525	1366	201	918	873	395	1134	199	830	949	637	458	464	1805	609	385	239	181	470	577	611	514	205	141	285	305	288	554	246	226	233	182	278	121	159	92	200	59	162	110	44	81	39	155	37	123	43	109	85	81	87	32	45	57	90	27	36	37	28	75	59	22	73	32	42	35	13	44	27	18	9	26	18	20	37	2	4	1	33	9	23	22	4	3	15	7	70	3	47	3466	604	605	563	491	483	439	476	398	277	293	340	320	176	189	92	78	82	53	45	47	98	56	65	49	41	30	9	14	14	4	12	8	7	10	3	0	2	0	0	0	1	0
10040	11	4	6	0	0	11	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23698	460	3920	1509	14093	6172	6868	7348	1155	15894	336	6101	3132	4949	273	548	250	425	858	1485	2166	8887	94	4990	1857	429	1630	167	312	1713	660	186	290	707	73	908	157	180	1309	145	742	116	180	213	91	0	405	9	177	169	289	206	66	303	70	92	122	33	69	79	97	37	178	12	60	92	123	38	126	28	7	32	151	58	5	112	79	4	21	28	10	20	23	6	45	39	3	25	49	12	29	16	21	14	45	33	22	5	11	2	2	4	61	15	9	0	8	7	29	9	0	9	0	1	0	8	3	15	0	0	1	0	1807	311	110	91	207	351	219	207	122	158	173	161	82	67	85	63	29	27	29	37	11	21	0	23	24	12	24	5	6	6	3	4	4	2	1	2	3	2	0	0	0	1	0
